Order_ID,Year,Order_Date,Month,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Sales,Quantity,Profit
CA-2014-169285,2014,3/22/2014,March,Standard Class,RW-19690,Robert Waldorf,Consumer,Lafayette,Indiana,47905,Central,OFF-PA-10004071,Office Supplies,Paper,277.4,5,133.152
CA-2014-169285,2014,3/22/2014,March,Standard Class,RW-19690,Robert Waldorf,Consumer,Lafayette,Indiana,47905,Central,OFF-PA-10004971,Office Supplies,Paper,5.78,1,2.8322
CA-2011-140886,2011,9/30/2011,September,Standard Class,KW-16570,Kelly Williams,Consumer,Clarksville,Tennessee,37042,South,OFF-AP-10000696,Office Supplies,Appliances,69.216,6,11.2476
CA-2014-152695,2014,12/11/2014,December,Same Day,CC-12220,Chris Cortes,Consumer,Fairfield,Connecticut,6824,East,OFF-EN-10004030,Office Supplies,Envelopes,10.86,3,5.1042
CA-2014-152695,2014,12/11/2014,December,Same Day,CC-12220,Chris Cortes,Consumer,Fairfield,Connecticut,6824,East,OFF-AP-10000026,Office Supplies,Appliances,426.79,7,123.7691
CA-2011-110639,2011,8/23/2011,August,Same Day,RH-19495,Rick Hansen,Consumer,New York City,New York,10009,East,OFF-PA-10003936,Office Supplies,Paper,25.92,4,12.4416
CA-2011-110639,2011,8/23/2011,August,Same Day,RH-19495,Rick Hansen,Consumer,New York City,New York,10009,East,OFF-PA-10004530,Office Supplies,Paper,45.92,4,22.5008
CA-2011-121727,2011,8/19/2011,August,Standard Class,JK-15625,Jim Karlsson,Consumer,Columbus,Ohio,43229,East,OFF-AR-10004930,Office Supplies,Art,10.72,2,1.742
CA-2013-137736,2013,11/11/2013,November,Standard Class,DC-13285,Debra Catini,Consumer,Warner Robins,Georgia,31088,South,OFF-AR-10004999,Office Supplies,Art,41.86,7,10.465
US-2011-143231,2011,12/31/2011,December,First Class,GM-14455,Gary Mitchum,Home Office,Franklin,Massachusetts,2038,East,FUR-FU-10002501,Furniture,Furnishings,63.2,5,23.384
US-2011-143231,2011,12/31/2011,December,First Class,GM-14455,Gary Mitchum,Home Office,Franklin,Massachusetts,2038,East,TEC-AC-10000358,Technology,Accessories,113.97,3,27.3528
US-2011-155894,2011,7/26/2011,July,Second Class,CL-11890,Carl Ludwig,Consumer,Chicago,Illinois,60623,Central,OFF-ST-10004804,Office Supplies,Storage,123.552,3,-29.3436
CA-2013-119025,2013,2/22/2013,February,Standard Class,PV-18985,Paul Van Hugh,Home Office,Milwaukee,Wisconsin,53209,Central,OFF-AP-10001205,Office Supplies,Appliances,490.32,9,137.2896
CA-2013-159373,2013,3/14/2013,March,Standard Class,LT-17110,Liz Thompson,Consumer,San Antonio,Texas,78207,Central,OFF-PA-10000659,Office Supplies,Paper,70.08,5,24.528
CA-2013-159373,2013,3/14/2013,March,Standard Class,LT-17110,Liz Thompson,Consumer,San Antonio,Texas,78207,Central,OFF-BI-10004141,Office Supplies,Binders,1.272,2,-2.1624
CA-2013-159373,2013,3/14/2013,March,Standard Class,LT-17110,Liz Thompson,Consumer,San Antonio,Texas,78207,Central,FUR-TA-10004619,Furniture,Tables,557.585,5,0
CA-2014-109701,2014,12/3/2014,December,Same Day,AM-10360,Alice McCarthy,Corporate,Los Angeles,California,90032,West,OFF-BI-10004187,Office Supplies,Binders,9.024,6,3.1584
CA-2014-109701,2014,12/3/2014,December,Same Day,AM-10360,Alice McCarthy,Corporate,Los Angeles,California,90032,West,OFF-BI-10000632,Office Supplies,Binders,69.456,2,22.5732
CA-2014-109701,2014,12/3/2014,December,Same Day,AM-10360,Alice McCarthy,Corporate,Los Angeles,California,90032,West,OFF-PA-10003724,Office Supplies,Paper,10.86,2,5.3214
CA-2014-109701,2014,12/3/2014,December,Same Day,AM-10360,Alice McCarthy,Corporate,Los Angeles,California,90032,West,OFF-AP-10002765,Office Supplies,Appliances,79.47,3,22.2516
CA-2014-109701,2014,12/3/2014,December,Same Day,AM-10360,Alice McCarthy,Corporate,Los Angeles,California,90032,West,OFF-AR-10001868,Office Supplies,Art,10.08,6,5.04
CA-2012-111514,2012,8/31/2012,August,First Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,94122,West,FUR-BO-10002545,Furniture,Bookcases,1552.831,7,200.9546
CA-2012-111514,2012,8/31/2012,August,First Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,94122,West,OFF-BI-10002735,Office Supplies,Binders,137.24,5,46.3185
CA-2012-111514,2012,8/31/2012,August,First Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,94122,West,TEC-AC-10004864,Technology,Accessories,36.51,1,15.6993
CA-2012-111514,2012,8/31/2012,August,First Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,94122,West,TEC-MA-10000597,Technology,Machines,239.976,3,80.9919
US-2011-148838,2011,3/17/2011,March,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,10024,East,FUR-TA-10003473,Furniture,Tables,1579.746,7,-447.5947
US-2011-148838,2011,3/17/2011,March,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,10024,East,FUR-TA-10001950,Furniture,Tables,1071.576,4,-553.6476
US-2011-148838,2011,3/17/2011,March,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,10024,East,FUR-TA-10004175,Furniture,Tables,613.908,3,-122.7816
US-2011-148838,2011,3/17/2011,March,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,10024,East,OFF-PA-10002960,Office Supplies,Paper,34.86,7,16.3842
US-2011-148838,2011,3/17/2011,March,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,10024,East,OFF-PA-10000919,Office Supplies,Paper,155.04,4,75.9696
CA-2014-136497,2014,4/17/2014,April,Standard Class,RF-19840,Roy Französisch,Consumer,Columbus,Ohio,43229,East,OFF-BI-10001553,Office Supplies,Binders,13.71,5,-10.054
US-2013-108637,2013,3/14/2013,March,Standard Class,AB-10060,Adam Bellavance,Home Office,Waynesboro,Virginia,22980,South,FUR-FU-10004864,Furniture,Furnishings,127.88,2,40.9216
US-2013-108637,2013,3/14/2013,March,Standard Class,AB-10060,Adam Bellavance,Home Office,Waynesboro,Virginia,22980,South,OFF-AP-10004540,Office Supplies,Appliances,160.32,2,44.8896
US-2013-108637,2013,3/14/2013,March,Standard Class,AB-10060,Adam Bellavance,Home Office,Waynesboro,Virginia,22980,South,OFF-BI-10004965,Office Supplies,Binders,46,4,20.7
CA-2011-102295,2011,11/24/2011,November,Second Class,EH-13990,Erica Hackney,Consumer,Sacramento,California,95823,West,FUR-CH-10001714,Furniture,Chairs,120.712,1,-18.1068
CA-2014-123659,2014,2/11/2014,February,First Class,MN-17935,Michael Nguyen,Consumer,Clinton,Maryland,20735,East,OFF-PA-10002464,Office Supplies,Paper,23.12,4,11.3288
US-2013-129469,2013,9/24/2013,September,Standard Class,KL-16555,Kelly Lampkin,Corporate,Fairfield,Ohio,45014,East,FUR-FU-10002298,Furniture,Furnishings,532.704,6,-26.6352
US-2013-129469,2013,9/24/2013,September,Standard Class,KL-16555,Kelly Lampkin,Corporate,Fairfield,Ohio,45014,East,OFF-AR-10000315,Office Supplies,Art,4.912,2,0.307
CA-2014-155152,2014,7/8/2014,July,Second Class,MP-17965,Michael Paige,Corporate,Warwick,Rhode Island,2886,East,TEC-AC-10004353,Technology,Accessories,252,4,93.24
CA-2013-159940,2013,7/8/2013,July,Second Class,BF-11020,Barry Französisch,Corporate,Aurora,Illinois,60505,Central,FUR-FU-10004973,Furniture,Furnishings,60.288,8,-27.1296
CA-2013-159940,2013,7/8/2013,July,Second Class,BF-11020,Barry Französisch,Corporate,Aurora,Illinois,60505,Central,OFF-FA-10000936,Office Supplies,Fasteners,2.632,1,0.8225
CA-2013-159940,2013,7/8/2013,July,Second Class,BF-11020,Barry Französisch,Corporate,Aurora,Illinois,60505,Central,OFF-PA-10001609,Office Supplies,Paper,23.688,9,7.6986
CA-2013-159940,2013,7/8/2013,July,Second Class,BF-11020,Barry Französisch,Corporate,Aurora,Illinois,60505,Central,FUR-CH-10000785,Furniture,Chairs,253.372,2,-14.4784
CA-2014-119669,2014,1/25/2014,January,Standard Class,TP-21130,Theone Pippenger,Consumer,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,5.67,3,0.1134
US-2011-164616,2011,8/19/2011,August,Second Class,MS-17770,Maxwell Schwartz,Consumer,Columbus,Ohio,43229,East,OFF-BI-10001718,Office Supplies,Binders,76.776,4,-58.8616
US-2011-164616,2011,8/19/2011,August,Second Class,MS-17770,Maxwell Schwartz,Consumer,Columbus,Ohio,43229,East,OFF-SU-10004768,Office Supplies,Supplies,9.184,2,1.148
CA-2012-148628,2012,12/6/2012,December,Standard Class,KM-16375,Katherine Murray,Home Office,Thousand Oaks,California,91360,West,OFF-PA-10003883,Office Supplies,Paper,32.75,5,15.065
CA-2013-118052,2013,5/7/2013,May,Standard Class,BE-11455,Brad Eason,Home Office,Lorain,Ohio,44052,East,OFF-FA-10004248,Office Supplies,Fasteners,7.216,2,1.7138
CA-2013-118052,2013,5/7/2013,May,Standard Class,BE-11455,Brad Eason,Home Office,Lorain,Ohio,44052,East,OFF-PA-10002581,Office Supplies,Paper,49.568,2,15.49
CA-2013-118052,2013,5/7/2013,May,Standard Class,BE-11455,Brad Eason,Home Office,Lorain,Ohio,44052,East,FUR-FU-10004848,Furniture,Furnishings,54.712,7,11.6263
US-2014-117534,2014,3/26/2014,March,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,93727,West,OFF-AP-10002403,Office Supplies,Appliances,176.04,4,45.7704
US-2014-117534,2014,3/26/2014,March,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,93727,West,OFF-AR-10003087,Office Supplies,Art,16.02,9,4.4856
US-2014-117534,2014,3/26/2014,March,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,93727,West,OFF-BI-10002026,Office Supplies,Binders,185.92,4,62.748
US-2014-117534,2014,3/26/2014,March,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,93727,West,TEC-PH-10000141,Technology,Phones,211.168,4,15.8376
US-2014-117534,2014,3/26/2014,March,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,93727,West,TEC-CO-10000971,Technology,Copiers,479.984,2,59.998
CA-2012-145065,2012,12/12/2012,December,First Class,DK-13375,Dennis Kane,Consumer,San Diego,California,92105,West,OFF-FA-10001229,Office Supplies,Fasteners,7.86,2,3.6156
CA-2012-145065,2012,12/12/2012,December,First Class,DK-13375,Dennis Kane,Consumer,San Diego,California,92105,West,OFF-BI-10002437,Office Supplies,Binders,24.448,2,8.8624
US-2012-127040,2012,12/6/2012,December,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,10009,East,OFF-PA-10004255,Office Supplies,Paper,6.48,1,3.1104
US-2012-127040,2012,12/6/2012,December,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,10009,East,OFF-PA-10001184,Office Supplies,Paper,41.86,7,20.5114
US-2012-127040,2012,12/6/2012,December,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,10009,East,TEC-AC-10002637,Technology,Accessories,1619.91,9,97.1946
US-2012-127040,2012,12/6/2012,December,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,10009,East,FUR-FU-10002878,Furniture,Furnishings,113.92,4,42.1504
CA-2013-128111,2013,3/18/2013,March,Standard Class,CS-12355,Christine Sundaresam,Consumer,Malden,Massachusetts,2148,East,OFF-AR-10000588,Office Supplies,Art,39.68,2,10.3168
CA-2012-137897,2012,11/14/2012,November,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,10035,East,TEC-AC-10002217,Technology,Accessories,37.6,2,2.256
CA-2012-137897,2012,11/14/2012,November,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,10035,East,TEC-AC-10001267,Technology,Accessories,59.9,2,23.96
CA-2012-137897,2012,11/14/2012,November,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,10035,East,OFF-PA-10004041,Office Supplies,Paper,37,5,16.65
CA-2014-169264,2014,8/15/2014,August,Second Class,NP-18700,Nora Preis,Consumer,San Francisco,California,94109,West,OFF-LA-10001613,Office Supplies,Labels,5.76,2,2.8224
CA-2014-169264,2014,8/15/2014,August,Second Class,NP-18700,Nora Preis,Consumer,San Francisco,California,94109,West,OFF-AR-10000246,Office Supplies,Art,16.68,6,4.3368
CA-2014-147361,2014,9/10/2014,September,Standard Class,SB-20290,Sean Braxton,Corporate,Florence,South Carolina,29501,South,OFF-ST-10001809,Office Supplies,Storage,628.81,7,12.5762
CA-2014-147361,2014,9/10/2014,September,Standard Class,SB-20290,Sean Braxton,Corporate,Florence,South Carolina,29501,South,OFF-ST-10002214,Office Supplies,Storage,56.45,5,14.677
CA-2014-145877,2014,4/2/2014,April,Second Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,65807,Central,OFF-ST-10000649,Office Supplies,Storage,94.2,6,23.55
CA-2014-145877,2014,4/2/2014,April,Second Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,65807,Central,OFF-EN-10001990,Office Supplies,Envelopes,28.4,5,13.348
US-2013-110170,2013,9/28/2013,September,Standard Class,HM-14860,Harry Marie,Corporate,Huntsville,Texas,77340,Central,FUR-BO-10000780,Furniture,Bookcases,956.6648,7,-225.0976
CA-2014-108574,2014,10/8/2014,October,Standard Class,MG-18145,Mike Gockenbach,Consumer,Los Angeles,California,90045,West,TEC-AC-10002049,Technology,Accessories,1115.91,9,200.8638
CA-2014-108574,2014,10/8/2014,October,Standard Class,MG-18145,Mike Gockenbach,Consumer,Los Angeles,California,90045,West,TEC-PH-10003555,Technology,Phones,128.744,7,-28.9674
CA-2014-108574,2014,10/8/2014,October,Standard Class,MG-18145,Mike Gockenbach,Consumer,Los Angeles,California,90045,West,TEC-PH-10000702,Technology,Phones,79.92,10,26.973
CA-2014-144589,2014,1/21/2014,January,Standard Class,TM-21010,Tamara Manning,Consumer,San Francisco,California,94122,West,OFF-AR-10003631,Office Supplies,Art,24.2,5,7.986
CA-2014-144589,2014,1/21/2014,January,Standard Class,TM-21010,Tamara Manning,Consumer,San Francisco,California,94122,West,TEC-PH-10003072,Technology,Phones,359.976,3,130.4913
CA-2014-155985,2014,3/24/2014,March,First Class,BE-11335,Bill Eplett,Home Office,San Francisco,California,94122,West,FUR-FU-10000758,Furniture,Furnishings,211.84,8,76.2624
CA-2011-162684,2011,8/1/2011,August,Standard Class,AS-10630,Ann Steele,Home Office,Philadelphia,Pennsylvania,19120,East,OFF-FA-10000992,Office Supplies,Fasteners,5.68,2,1.917
CA-2012-142041,2012,6/7/2012,June,Second Class,EM-13810,Eleni McCrary,Corporate,Los Angeles,California,90036,West,OFF-BI-10004187,Office Supplies,Binders,7.52,5,2.632
CA-2011-151295,2011,11/12/2011,November,Standard Class,JA-15970,Joseph Airdo,Consumer,Los Angeles,California,90045,West,OFF-PA-10001947,Office Supplies,Paper,11.96,2,5.8604
CA-2011-151295,2011,11/12/2011,November,Standard Class,JA-15970,Joseph Airdo,Consumer,Los Angeles,California,90045,West,FUR-TA-10002356,Furniture,Tables,629.064,3,31.4532
CA-2013-156300,2013,12/30/2013,December,Standard Class,TB-21595,Troy Blackwell,Consumer,Milwaukee,Wisconsin,53209,Central,FUR-CH-10001714,Furniture,Chairs,754.45,5,60.356
CA-2012-146087,2012,7/6/2012,July,Standard Class,PP-18955,Paul Prost,Home Office,Holyoke,Massachusetts,1040,East,FUR-BO-10002824,Furniture,Bookcases,301.96,2,60.392
CA-2014-168655,2014,10/13/2014,October,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Albuquerque,New Mexico,87105,West,TEC-AC-10002842,Technology,Accessories,595,5,95.2
CA-2014-168655,2014,10/13/2014,October,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Albuquerque,New Mexico,87105,West,OFF-BI-10002082,Office Supplies,Binders,79.872,3,29.952
CA-2013-107202,2013,5/22/2013,May,Standard Class,LC-16930,Linda Cazamias,Corporate,Sparks,Nevada,89431,West,TEC-MA-10000112,Technology,Machines,2396.4,10,179.73
CA-2014-159597,2014,11/10/2014,November,Standard Class,MC-17590,Matt Collister,Corporate,Coachella,California,92236,West,OFF-ST-10002289,Office Supplies,Storage,63.56,2,3.178
CA-2014-159597,2014,11/10/2014,November,Standard Class,MC-17590,Matt Collister,Corporate,Coachella,California,92236,West,TEC-AC-10004171,Technology,Accessories,99.99,1,43.9956
CA-2013-155551,2013,4/19/2013,April,Standard Class,CR-12580,Clay Rozendal,Home Office,Elmhurst,Illinois,60126,Central,OFF-ST-10003656,Office Supplies,Storage,230.376,3,-48.9549
CA-2013-155551,2013,4/19/2013,April,Standard Class,CR-12580,Clay Rozendal,Home Office,Elmhurst,Illinois,60126,Central,OFF-PA-10001560,Office Supplies,Paper,9.664,2,3.2616
US-2014-147669,2014,12/26/2014,December,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,45014,East,TEC-AC-10002473,Technology,Accessories,158.928,7,41.7186
US-2014-147669,2014,12/26/2014,December,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,45014,East,OFF-BI-10000632,Office Supplies,Binders,13.023,1,-10.4184
US-2014-147669,2014,12/26/2014,December,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,45014,East,FUR-TA-10002645,Furniture,Tables,273.06,2,-104.673
US-2014-147669,2014,12/26/2014,December,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,45014,East,OFF-FA-10002975,Office Supplies,Fasteners,39.312,13,12.7764
CA-2013-169922,2013,6/12/2013,June,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,76017,Central,OFF-BI-10003784,Office Supplies,Binders,1.344,4,-2.1504
CA-2013-169922,2013,6/12/2013,June,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,76017,Central,OFF-BI-10001617,Office Supplies,Binders,8.272,4,-13.6488
CA-2013-169922,2013,6/12/2013,June,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,76017,Central,FUR-FU-10004415,Furniture,Furnishings,12.544,7,-9.0944
CA-2014-100748,2014,5/14/2014,May,Standard Class,RB-19795,Ross Baird,Home Office,San Francisco,California,94110,West,OFF-LA-10000240,Office Supplies,Labels,58.48,8,27.4856
CA-2014-129805,2014,12/29/2014,December,Standard Class,HM-14860,Harry Marie,Corporate,Seattle,Washington,98103,West,FUR-FU-10001935,Furniture,Furnishings,7.4,2,3.034
CA-2011-148586,2011,3/25/2011,March,Standard Class,AZ-10750,Annie Zypern,Consumer,New York City,New York,10009,East,FUR-CH-10002439,Furniture,Chairs,366.786,7,65.2064
US-2014-112613,2014,5/29/2014,May,Standard Class,JH-15910,Jonathan Howell,Consumer,Houston,Texas,77070,Central,TEC-PH-10001536,Technology,Phones,54.368,4,4.0776
CA-2012-154746,2012,11/14/2012,November,First Class,PJ-18835,Patrick Jones,Corporate,Springfield,Virginia,22153,South,OFF-EN-10001532,Office Supplies,Envelopes,33.96,2,16.98
CA-2012-154746,2012,11/14/2012,November,First Class,PJ-18835,Patrick Jones,Corporate,Springfield,Virginia,22153,South,OFF-AP-10003057,Office Supplies,Appliances,826.11,3,322.1829
CA-2014-140053,2014,7/4/2014,July,Standard Class,CA-12265,Christina Anderson,Consumer,Farmington,New Mexico,87401,West,FUR-FU-10003708,Furniture,Furnishings,545.85,9,114.6285
CA-2011-164210,2011,11/18/2011,November,Second Class,PW-19240,Pierre Wener,Consumer,Louisville,Colorado,80027,West,FUR-TA-10000849,Furniture,Tables,145.98,2,-99.2664
CA-2011-164210,2011,11/18/2011,November,Second Class,PW-19240,Pierre Wener,Consumer,Louisville,Colorado,80027,West,OFF-PA-10002259,Office Supplies,Paper,35.808,4,12.5328
CA-2014-139948,2014,7/18/2014,July,Standard Class,SW-20455,Shaun Weien,Consumer,Tampa,Florida,33614,South,FUR-FU-10002597,Furniture,Furnishings,7.904,2,2.1736
CA-2013-146934,2013,5/23/2013,May,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,7055,East,TEC-PH-10004614,Technology,Phones,345,5,86.25
CA-2013-146934,2013,5/23/2013,May,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,7055,East,FUR-TA-10003748,Furniture,Tables,174.286,2,-19.9184
CA-2013-146934,2013,5/23/2013,May,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,7055,East,OFF-AP-10003217,Office Supplies,Appliances,662.84,4,172.3384
CA-2013-146934,2013,5/23/2013,May,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,7055,East,TEC-AC-10002399,Technology,Accessories,95.1,5,30.432
CA-2013-146934,2013,5/23/2013,May,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,7055,East,OFF-EN-10002973,Office Supplies,Envelopes,26.88,6,12.9024
CA-2013-146934,2013,5/23/2013,May,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,7055,East,TEC-PH-10001336,Technology,Phones,257.98,2,74.8142
CA-2012-100573,2012,9/25/2012,September,Standard Class,AM-10705,Anne McFarland,Consumer,Los Angeles,California,90004,West,OFF-EN-10000461,Office Supplies,Envelopes,17.48,2,8.2156
CA-2013-119165,2013,11/1/2013,November,Standard Class,BD-11320,Bill Donatelli,Consumer,Philadelphia,Pennsylvania,19143,East,FUR-CH-10000988,Furniture,Chairs,492.835,5,-14.081
CA-2012-128027,2012,9/14/2012,September,Second Class,CM-12385,Christopher Martinez,Consumer,North Charleston,South Carolina,29406,South,OFF-ST-10001809,Office Supplies,Storage,269.49,3,5.3898
CA-2013-140207,2013,11/6/2013,November,Standard Class,CS-12400,Christopher Schild,Home Office,San Jose,California,95123,West,OFF-BI-10003963,Office Supplies,Binders,29.12,5,9.828
CA-2014-140949,2014,3/18/2014,March,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,10011,East,OFF-LA-10000081,Office Supplies,Labels,18.75,5,9
CA-2014-140949,2014,3/18/2014,March,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,10011,East,TEC-PH-10000149,Technology,Phones,119.7,6,31.122
CA-2014-140949,2014,3/18/2014,March,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,10011,East,OFF-BI-10000605,Office Supplies,Binders,9.144,3,3.0861
CA-2014-140949,2014,3/18/2014,March,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,10011,East,TEC-AC-10002399,Technology,Accessories,57.06,3,18.2592
CA-2014-140949,2014,3/18/2014,March,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,10011,East,TEC-AC-10003038,Technology,Accessories,71.6,8,13.604
CA-2014-140949,2014,3/18/2014,March,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,10011,East,OFF-ST-10000344,Office Supplies,Storage,107.44,8,27.9344
CA-2014-140949,2014,3/18/2014,March,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,10011,East,OFF-LA-10004093,Office Supplies,Labels,7.31,1,3.4357
CA-2014-140949,2014,3/18/2014,March,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,10011,East,OFF-AR-10001683,Office Supplies,Art,59.1,6,22.458
CA-2014-140949,2014,3/18/2014,March,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,10011,East,OFF-ST-10003455,Office Supplies,Storage,46.53,3,12.0978
CA-2014-138548,2014,8/16/2014,August,Standard Class,JG-15160,James Galang,Consumer,Plainfield,New Jersey,7060,East,OFF-AP-10002578,Office Supplies,Appliances,97.84,2,25.4384
CA-2012-142419,2012,7/11/2012,July,Second Class,SC-20380,Shahid Collister,Consumer,Seattle,Washington,98115,West,OFF-PA-10001763,Office Supplies,Paper,29.97,3,13.4865
CA-2012-142419,2012,7/11/2012,July,Second Class,SC-20380,Shahid Collister,Consumer,Seattle,Washington,98115,West,OFF-BI-10001597,Office Supplies,Binders,98.352,3,34.4232
CA-2014-148691,2014,12/4/2014,December,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,10009,East,OFF-BI-10001524,Office Supplies,Binders,83.92,5,29.372
CA-2014-148691,2014,12/4/2014,December,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,10009,East,OFF-BI-10001553,Office Supplies,Binders,14.624,2,5.1184
CA-2014-148691,2014,12/4/2014,December,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,10009,East,TEC-PH-10000576,Technology,Phones,136.99,1,36.9873
CA-2014-148691,2014,12/4/2014,December,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,10009,East,OFF-LA-10001317,Office Supplies,Labels,3.15,1,1.512
CA-2014-128755,2014,5/5/2014,May,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,23602,South,OFF-PA-10000726,Office Supplies,Paper,9.11,1,4.0995
CA-2014-128755,2014,5/5/2014,May,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,23602,South,OFF-ST-10003306,Office Supplies,Storage,571.44,4,165.7176
CA-2014-128755,2014,5/5/2014,May,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,23602,South,OFF-PA-10004983,Office Supplies,Paper,32.4,5,15.552
CA-2014-128755,2014,5/5/2014,May,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,23602,South,OFF-ST-10001291,Office Supplies,Storage,16.91,1,4.5657
US-2013-135923,2013,1/22/2013,January,Standard Class,CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,28314,South,FUR-FU-10002107,Furniture,Furnishings,14.272,8,4.2816
US-2013-135923,2013,1/22/2013,January,Standard Class,CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,28314,South,FUR-BO-10002213,Furniture,Bookcases,451.136,4,-67.6704
US-2013-135923,2013,1/22/2013,January,Standard Class,CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,28314,South,OFF-AP-10000692,Office Supplies,Appliances,64.864,4,6.4864
CA-2013-114972,2013,11/4/2013,November,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,90032,West,FUR-CH-10001190,Furniture,Chairs,217.584,2,-29.9178
CA-2013-114972,2013,11/4/2013,November,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,90032,West,TEC-AC-10000682,Technology,Accessories,82.95,5,29.0325
CA-2013-114972,2013,11/4/2013,November,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,90032,West,OFF-LA-10004545,Office Supplies,Labels,87.71,7,41.2237
CA-2013-114972,2013,11/4/2013,November,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,90032,West,OFF-AP-10003057,Office Supplies,Appliances,1101.48,4,429.5772
CA-2014-102750,2014,9/5/2014,September,Second Class,GM-14695,Greg Maxwell,Corporate,Los Angeles,California,90036,West,FUR-TA-10000198,Furniture,Tables,1322.352,3,-99.1764
CA-2011-145212,2011,9/13/2011,September,Standard Class,DC-12850,Dan Campbell,Consumer,New York City,New York,10011,East,OFF-AR-10002833,Office Supplies,Art,5.46,3,1.4742
CA-2014-141992,2014,6/20/2014,June,Standard Class,FO-14305,Frank Olsen,Consumer,Dallas,Texas,75220,Central,OFF-SU-10002557,Office Supplies,Supplies,11.184,1,0.8388
CA-2014-141992,2014,6/20/2014,June,Standard Class,FO-14305,Frank Olsen,Consumer,Dallas,Texas,75220,Central,OFF-ST-10003656,Office Supplies,Storage,153.584,2,-32.6366
